RecordedDate,PID,E1 _1,E1 _2,E1 _3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1 _1,A1 _2,A1 _3,A2 _1,A2 _2,A2 _3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,DIAMONDS_1,DIAMONDS_2,DIAMONDS_3,DIAMONDS_4,DIAMONDS_5,DIAMONDS_6,DIAMONDS_7,DIAMONDS_8,Emotion_1,Emotion_2,Emotion_3,Emotion_4,Emotion_5,Emotion_6,Emotion_7,Emotion_8,Di_Sit_1,Di_Sit_2,Di_Sit_3,Di_Sit_4,Di_Sit_5,Di_Sit_6,Di_Sit_7,Di_Sit_8,Di_Sit_9,Di_Sit_10,n
2023-11-06 12:03:24,7,NA,4,2,4,NA,2,NA,4,1,NA,2,2,5,NA,2,NA,4,2,4,2,NA,4,NA,1,4,2,NA,NA,4,5,NA,4,2,4,4,NA,4,3,NA,NA,5,4,1,NA,5,4,5,2,1,4,3,1,4,2,2,1,4,4,2,4,2,1,2,1,2,2,2,2,2,1,2,120
2023-11-06 16:09:15,7,2,NA,4,2,NA,4,NA,2,4,NA,2,2,NA,4,2,NA,2,2,2,2,NA,2,NA,4,2,4,NA,NA,1,2,NA,3,5,2,NA,4,NA,4,2,2,NA,2,NA,2,2,5,5,1,1,3,4,1,5,2,4,4,1,2,4,2,2,2,2,1,2,2,1,1,2,2,1,120
2023-11-06 18:05:16,7,4,NA,2,2,4,NA,4,4,NA,NA,2,2,4,NA,2,4,2,NA,4,NA,2,2,2,NA,4,NA,2,2,2,NA,2,4,NA,4,4,NA,4,2,NA,4,NA,4,3,3,NA,4,5,1,1,4,2,2,5,2,3,2,2,3,4,4,2,2,2,1,2,2,1,2,2,2,1,120
2023-11-07 08:10:25,7,2,NA,4,2,2,NA,NA,2,2,3,NA,2,4,NA,2,4,NA,2,3,NA,2,3,NA,4,3,4,NA,3,2,NA,3,NA,4,2,NA,4,2,NA,2,NA,4,4,NA,2,3,4,5,1,1,3,4,2,5,2,3,3,1,3,4,1,2,2,2,1,2,2,1,2,1,2,2,120
2023-11-07 10:21:19,7,NA,4,2,4,4,NA,3,2,NA,NA,2,2,4,4,NA,4,2,NA,4,2,NA,NA,5,2,NA,3,2,4,NA,2,3,3,NA,3,NA,2,NA,3,2,2,NA,2,2,2,NA,4,5,1,1,4,3,2,3,2,4,2,2,3,3,2,2,1,2,1,2,2,1,2,2,1,2,120
2023-11-07 13:01:10,7,2,2,NA,NA,2,4,2,NA,4,NA,3,3,4,4,NA,NA,4,4,4,2,NA,4,NA,2,NA,2,2,NA,1,2,NA,4,2,NA,4,2,4,2,NA,4,NA,4,2,NA,4,4,5,2,1,3,2,1,3,2,3,2,4,4,3,2,2,1,2,1,2,2,1,2,2,1,2,120
2023-11-07 14:17:06,7,NA,2,2,2,NA,4,2,2,NA,4,4,NA,4,4,NA,4,2,NA,4,NA,2,4,4,NA,4,2,NA,4,NA,3,2,4,NA,4,4,NA,NA,2,4,3,NA,3,2,4,NA,4,5,1,1,3,2,2,5,2,4,3,2,3,3,2,2,1,2,1,2,2,1,2,2,1,2,120
2023-11-07 16:04:25,7,2,NA,4,2,NA,4,NA,2,3,NA,2,2,4,NA,2,4,NA,2,NA,2,4,2,2,NA,NA,4,4,3,3,NA,3,4,NA,3,4,NA,2,4,NA,NA,3,3,NA,3,3,5,5,1,1,3,4,1,3,2,4,3,3,3,4,2,3,2,2,1,2,2,1,2,2,2,1,120
2023-11-07 18:10:28,7,5,5,NA,4,3,NA,NA,4,2,4,NA,2,NA,4,2,NA,2,2,2,NA,4,NA,4,2,NA,2,2,NA,4,4,2,NA,2,4,4,NA,4,4,NA,NA,4,4,2,2,NA,5,4,1,1,5,2,2,5,2,2,2,2,5,3,4,1,1,2,1,2,2,1,2,2,2,2,120
2023-11-08 08:10:54,7,4,4,NA,4,NA,2,4,2,NA,4,NA,4,4,NA,2,4,NA,2,4,2,NA,3,NA,2,NA,3,4,4,NA,2,2,3,NA,2,4,NA,4,NA,4,NA,3,3,3,2,NA,4,5,2,1,4,3,2,5,2,3,4,2,3,3,2,2,2,2,1,2,2,1,2,2,1,2,120
2023-11-08 10:15:26,7,2,NA,4,NA,3,4,NA,3,2,NA,2,2,4,4,NA,NA,2,3,4,3,NA,2,NA,4,NA,4,4,3,NA,4,NA,4,3,NA,3,4,4,NA,4,4,4,NA,2,NA,4,4,5,1,1,4,4,2,4,2,3,2,1,4,3,4,3,2,2,2,2,1,1,2,2,2,1,120
2023-11-08 12:13:23,7,4,4,NA,3,NA,4,4,4,NA,4,2,NA,4,NA,2,4,2,NA,4,NA,2,4,NA,2,NA,2,4,NA,2,2,NA,4,2,NA,4,2,4,NA,4,NA,4,4,1,NA,4,5,5,1,1,3,4,2,4,2,3,4,2,4,4,2,2,1,2,1,2,2,1,2,2,1,2,120
2023-11-08 14:25:14,7,4,4,NA,4,NA,2,4,2,NA,4,2,NA,4,NA,2,4,NA,2,NA,2,2,NA,2,3,4,NA,2,NA,3,3,2,4,NA,4,4,NA,4,2,NA,NA,4,4,2,NA,4,5,5,1,1,4,3,1,5,2,2,4,2,4,3,3,2,1,2,1,2,2,1,2,2,1,1,120
2023-11-08 16:35:31,7,NA,5,2,3,3,NA,4,2,NA,4,NA,2,4,4,NA,4,NA,2,4,NA,2,2,2,NA,2,4,NA,NA,4,4,2,NA,4,4,4,NA,4,2,NA,NA,4,4,NA,4,3,5,5,2,1,5,4,2,5,2,2,4,2,3,2,2,2,2,2,1,2,2,1,2,2,2,1,120
2023-11-08 19:14:30,7,4,NA,2,NA,3,2,4,4,NA,4,2,NA,NA,4,2,4,NA,2,4,NA,2,NA,2,3,2,NA,5,4,2,NA,3,2,NA,NA,4,3,3,NA,4,3,3,NA,4,3,NA,5,5,1,1,2,4,1,3,2,4,4,1,3,4,3,2,2,2,1,2,1,2,2,2,2,1,120
2023-11-09 08:09:35,7,2,2,NA,2,3,NA,2,2,NA,2,NA,4,2,4,NA,NA,2,2,4,2,NA,2,2,NA,2,4,NA,NA,2,2,4,3,NA,2,3,NA,2,4,NA,4,NA,4,NA,2,3,5,5,2,1,2,4,4,3,2,4,4,3,2,5,2,2,2,2,2,1,1,1,1,2,2,1,120
2023-11-09 10:14:20,7,NA,2,4,2,NA,3,2,2,NA,NA,2,3,3,2,NA,4,NA,3,4,2,NA,3,2,NA,2,NA,4,4,NA,3,4,NA,3,2,NA,4,NA,2,4,4,4,NA,2,NA,4,5,5,1,1,3,4,4,3,2,4,4,2,3,4,2,3,2,2,1,2,2,1,1,2,2,1,120
2023-11-09 12:07:44,7,2,2,NA,NA,2,2,2,NA,4,NA,1,1,4,NA,2,2,2,NA,4,NA,2,2,2,NA,2,NA,4,2,NA,3,4,2,NA,3,3,NA,NA,4,2,NA,4,4,4,2,NA,5,5,1,1,3,5,1,3,2,4,3,2,2,5,2,3,1,2,2,2,2,1,1,2,2,1,120
2023-11-09 14:08:50,7,2,NA,4,2,NA,4,2,NA,4,4,NA,2,4,NA,2,NA,2,2,NA,4,4,2,NA,4,2,NA,4,NA,2,2,4,NA,4,NA,3,4,2,NA,2,NA,3,3,4,2,NA,5,5,1,1,3,4,2,3,2,4,4,2,2,4,3,3,1,2,2,2,2,1,2,2,2,1,120
2023-11-09 16:04:21,7,4,4,NA,2,2,NA,NA,4,2,4,2,NA,NA,4,2,NA,2,2,4,NA,2,3,NA,4,NA,3,2,3,2,NA,3,2,NA,4,4,NA,NA,2,3,NA,4,4,2,2,NA,5,5,1,1,4,4,2,5,2,3,2,3,3,4,4,2,1,2,1,2,2,1,2,2,2,1,120
2023-11-09 18:29:48,7,NA,4,4,NA,4,2,NA,4,2,NA,2,2,4,NA,2,4,2,NA,4,NA,2,2,2,NA,NA,3,4,NA,3,4,2,NA,2,4,4,NA,NA,2,4,4,NA,4,NA,4,4,4,4,1,1,4,2,2,5,2,2,3,2,4,3,4,1,2,2,1,2,2,2,2,2,2,1,120
2023-11-10 08:24:49,7,2,2,NA,NA,2,4,2,NA,4,4,NA,2,NA,3,2,4,2,NA,3,NA,2,2,2,NA,NA,3,4,4,2,NA,NA,3,3,3,NA,4,2,NA,2,NA,4,4,3,NA,3,5,5,1,1,3,4,2,3,2,3,3,2,3,4,3,2,2,2,2,1,2,1,2,1,2,1,120
2023-11-10 10:07:26,7,2,4,NA,NA,3,4,2,NA,3,4,NA,2,4,4,NA,NA,2,2,NA,2,2,2,NA,4,NA,4,3,4,3,NA,2,3,NA,NA,3,3,NA,4,2,4,NA,4,2,NA,3,5,5,1,1,4,2,1,5,4,2,3,2,4,4,2,1,1,2,1,2,2,1,2,2,1,2,120
2023-11-10 12:11:56,7,2,NA,4,4,2,NA,3,NA,2,2,NA,2,NA,4,2,4,NA,4,2,2,NA,NA,2,2,NA,1,2,NA,2,2,4,2,NA,NA,2,4,NA,3,4,4,4,NA,3,2,NA,5,4,1,1,3,4,2,3,2,4,4,3,3,4,3,2,2,1,1,2,2,1,1,2,2,2,120
2023-11-10 14:08:51,7,4,4,NA,4,NA,2,4,NA,2,4,2,NA,4,NA,2,NA,2,4,4,NA,2,2,2,NA,NA,4,4,4,NA,4,2,NA,2,4,4,NA,NA,2,4,4,NA,4,2,NA,4,5,5,3,1,2,5,2,4,4,2,4,2,2,4,1,2,2,1,1,2,2,1,2,2,1,1,120
2023-11-10 17:02:29,7,NA,3,3,4,NA,2,NA,2,4,NA,2,2,4,4,NA,NA,2,2,NA,2,2,2,2,NA,2,4,NA,NA,2,4,NA,2,3,3,3,NA,NA,2,4,4,4,NA,2,NA,4,5,5,2,1,3,4,1,3,2,2,2,2,4,4,3,2,2,2,1,2,2,1,2,2,2,1,120
2023-11-10 18:02:55,7,2,NA,4,NA,2,2,NA,3,2,4,2,NA,NA,4,2,4,2,NA,NA,2,2,4,NA,2,NA,2,2,NA,2,4,2,4,NA,NA,4,2,5,2,NA,NA,5,5,2,NA,4,5,5,1,1,3,2,1,3,2,2,2,1,4,3,2,2,1,2,1,2,2,1,2,2,2,2,120
2023-11-11 08:02:29,7,1,1,NA,NA,2,4,1,3,NA,NA,3,2,4,NA,2,NA,2,2,NA,2,3,1,2,NA,3,4,NA,NA,2,4,2,3,NA,4,NA,2,2,3,NA,4,NA,4,NA,2,3,5,5,1,1,4,4,2,2,2,2,2,3,3,4,3,2,2,2,2,2,2,1,2,1,2,1,120
2023-11-11 10:02:26,7,2,2,NA,2,2,NA,1,NA,4,4,2,NA,NA,4,2,NA,2,2,2,NA,4,NA,1,4,4,NA,5,4,NA,2,3,2,NA,3,3,NA,NA,3,2,NA,5,4,NA,3,2,5,5,1,1,2,4,2,3,2,2,4,2,2,5,3,2,2,2,2,2,2,1,2,2,2,1,120
2023-11-11 12:04:58,7,2,2,NA,2,NA,4,2,NA,5,4,NA,2,4,NA,2,4,NA,2,2,NA,4,2,NA,4,2,NA,4,NA,1,2,3,2,NA,3,NA,2,2,4,NA,4,NA,4,4,2,NA,5,5,1,1,2,5,1,3,2,4,4,1,2,5,2,3,2,2,2,2,2,1,2,2,2,1,120
2023-11-11 14:01:57,7,NA,2,4,2,2,NA,NA,2,4,4,NA,2,4,NA,2,NA,2,2,4,NA,2,NA,4,3,NA,2,4,4,2,NA,3,NA,2,4,4,NA,4,2,NA,4,4,NA,NA,2,4,5,5,1,1,3,3,1,3,2,3,2,2,3,3,3,2,1,2,2,2,2,1,2,2,2,1,120
2023-11-11 16:03:38,7,2,NA,2,2,2,NA,2,NA,2,4,NA,2,4,NA,2,NA,2,2,4,2,NA,NA,4,2,NA,2,2,NA,2,4,2,NA,2,NA,4,4,NA,2,4,NA,4,4,2,2,NA,5,5,1,1,4,2,1,3,2,2,2,2,4,3,2,2,1,2,1,2,2,1,2,2,2,1,120
2023-11-11 18:05:42,7,2,1,NA,4,NA,2,NA,4,1,4,NA,1,5,NA,2,NA,2,2,4,NA,2,NA,2,2,NA,2,2,NA,2,4,2,NA,2,4,4,NA,4,2,NA,4,4,NA,2,2,NA,5,5,4,1,5,2,2,5,2,2,2,3,4,2,4,1,2,2,1,2,2,2,2,2,2,1,120
2023-11-12 08:04:40,7,3,3,NA,2,2,NA,2,NA,4,4,NA,2,NA,3,2,4,2,NA,4,2,NA,NA,2,4,3,4,NA,2,4,NA,NA,2,2,4,NA,2,2,NA,2,4,NA,4,NA,2,2,5,5,1,1,3,4,2,2,2,2,4,2,3,4,2,2,2,2,2,2,2,1,2,1,2,1,120
2023-11-12 10:02:24,7,NA,2,4,NA,2,4,2,NA,4,2,NA,4,NA,4,2,NA,2,2,4,NA,3,2,NA,2,3,4,NA,2,NA,4,NA,2,2,NA,4,2,4,NA,4,NA,4,4,2,2,NA,5,5,1,1,3,4,2,3,2,3,2,2,4,4,2,2,1,2,2,2,2,1,2,2,2,1,120
2023-11-12 12:04:09,7,4,NA,2,4,NA,2,NA,4,2,4,NA,2,4,4,NA,NA,2,2,4,NA,2,NA,2,2,NA,2,3,2,2,NA,2,4,NA,4,NA,2,4,2,NA,4,4,NA,2,4,NA,4,4,2,1,4,2,1,5,2,2,2,2,4,2,4,1,1,2,1,2,2,2,2,2,2,1,120
2023-11-12 14:01:42,7,4,2,NA,4,4,NA,NA,2,2,NA,2,2,4,NA,2,NA,2,2,4,2,NA,5,4,NA,2,NA,2,NA,3,3,NA,4,4,4,NA,4,4,NA,4,4,4,NA,2,4,NA,4,5,1,1,4,2,1,5,4,2,2,2,4,3,2,1,1,2,1,2,2,2,2,2,2,2,120
2023-11-12 16:07:43,7,4,4,NA,NA,4,2,NA,4,2,NA,2,2,4,NA,2,4,2,NA,4,NA,2,5,4,NA,4,NA,2,2,NA,4,NA,4,2,4,4,NA,NA,2,4,4,4,NA,NA,4,4,4,4,1,1,4,2,1,3,2,2,2,1,4,3,3,2,1,2,1,2,2,2,2,2,2,2,120
2023-11-12 18:03:32,7,2,2,NA,2,2,NA,3,4,NA,NA,2,2,NA,4,2,NA,2,2,4,NA,2,4,NA,2,4,NA,2,2,NA,4,NA,2,2,4,NA,2,4,2,NA,4,NA,4,NA,4,4,3,2,2,1,4,2,1,3,2,2,2,2,4,3,2,2,1,2,1,2,2,2,2,2,2,2,120
2023-11-13 08:06:21,7,4,4,NA,NA,4,2,4,2,NA,4,2,NA,NA,4,4,4,NA,2,NA,2,2,3,4,NA,4,NA,4,2,NA,3,NA,4,2,4,NA,2,NA,2,2,4,4,NA,2,3,NA,5,5,2,1,4,3,2,5,2,3,2,2,4,3,2,1,1,2,1,2,2,1,2,2,2,2,120
2023-11-13 10:07:45,7,NA,4,2,3,NA,2,NA,3,2,NA,2,2,NA,4,2,NA,2,2,NA,2,2,4,4,NA,NA,2,2,3,2,NA,2,4,NA,NA,2,2,4,2,NA,4,4,NA,2,NA,4,4,4,1,1,4,2,1,3,2,2,2,2,3,4,4,2,1,2,2,2,2,1,2,2,1,2,120
2023-11-13 12:06:30,7,NA,4,2,4,3,NA,NA,4,1,5,NA,1,5,4,NA,4,2,NA,4,2,NA,NA,5,2,NA,2,1,2,NA,5,NA,2,2,4,NA,2,NA,2,4,NA,5,5,1,4,NA,4,4,1,1,4,2,1,3,2,2,4,4,4,3,4,2,1,2,1,2,1,2,2,2,1,2,120
2023-11-13 14:04:43,7,4,NA,2,4,2,NA,2,2,NA,4,NA,2,4,NA,2,4,2,NA,4,2,NA,NA,2,2,NA,2,2,2,NA,4,2,4,NA,4,NA,2,NA,2,4,4,NA,4,2,NA,4,4,5,2,1,2,4,2,5,2,2,4,2,3,4,2,1,1,2,1,2,2,1,2,2,1,1,120
2023-11-13 16:01:46,7,4,2,NA,3,NA,2,3,NA,2,NA,2,2,4,4,NA,4,2,NA,4,NA,2,3,2,NA,2,4,NA,NA,4,4,NA,4,2,4,4,NA,NA,2,4,NA,5,5,2,4,NA,4,4,1,1,4,3,1,3,2,2,2,2,4,3,2,2,1,2,1,2,2,1,2,2,2,1,120
2023-11-13 18:02:31,7,NA,2,2,NA,4,2,NA,3,2,NA,2,2,4,4,NA,NA,2,2,4,NA,2,4,4,NA,4,2,NA,4,2,NA,2,4,NA,NA,4,2,NA,2,4,NA,4,4,NA,4,4,4,5,1,1,3,4,1,3,2,2,2,4,3,2,4,2,1,2,1,2,2,1,2,2,2,1,120
2023-10-25 09:02:42,9,2,NA,4,1,1,NA,NA,2,4,3,NA,2,NA,4,1,3,3,NA,NA,4,4,NA,4,5,NA,2,2,5,1,NA,4,NA,4,3,4,NA,NA,3,2,NA,3,3,2,NA,4,5,2,1,1,3,4,1,2,1,4,3,2,4,4,4,5,2,2,1,1,2,1,2,1,2,1,106
2023-10-25 10:03:54,9,1,NA,4,1,1,NA,2,NA,3,3,NA,1,NA,3,1,3,1,NA,3,3,NA,4,4,NA,3,NA,2,NA,2,3,4,NA,4,NA,2,4,NA,4,4,2,NA,2,4,NA,3,4,4,1,1,3,4,1,4,1,4,2,4,4,4,4,5,1,2,1,1,2,1,2,2,1,2,106
2023-10-25 12:53:28,9,2,4,NA,1,1,NA,3,4,NA,3,3,NA,4,NA,1,3,3,NA,NA,2,2,4,4,NA,3,2,NA,4,NA,2,4,4,NA,4,4,NA,NA,2,4,NA,2,2,NA,4,4,5,5,1,1,4,2,1,5,1,4,2,4,4,4,3,5,1,2,1,2,2,1,2,2,1,1,106
2023-10-25 14:49:28,9,2,NA,4,1,NA,4,1,NA,4,3,3,NA,4,NA,3,NA,2,2,3,3,NA,4,NA,5,3,NA,2,NA,1,2,3,NA,4,NA,3,1,2,NA,4,2,2,NA,NA,3,3,4,4,1,1,3,3,1,4,1,4,4,2,2,4,3,4,2,2,2,2,2,NA,2,1,1,2,106
2023-10-25 16:03:35,9,2,2,NA,NA,1,3,2,NA,4,3,NA,1,3,NA,1,3,2,NA,NA,3,3,NA,4,3,3,NA,3,NA,2,2,3,NA,4,3,NA,2,4,4,NA,4,NA,4,NA,3,2,4,4,1,1,3,3,1,4,1,4,2,2,4,4,3,5,1,2,1,2,2,1,2,2,2,1,106
2023-10-26 10:13:00,9,NA,1,3,NA,1,3,2,2,NA,NA,3,1,NA,3,1,3,NA,3,NA,2,2,2,3,NA,3,NA,3,NA,2,2,3,NA,3,4,NA,2,2,4,NA,3,NA,2,2,NA,4,4,4,1,1,3,4,1,1,1,3,4,1,3,5,2,4,2,2,2,2,2,1,2,2,2,1,106
2023-10-26 12:03:03,9,NA,4,4,2,2,NA,2,NA,2,NA,3,1,4,4,NA,NA,3,3,NA,2,2,4,4,NA,4,2,NA,4,NA,2,3,3,NA,NA,4,2,4,NA,4,2,4,NA,2,NA,4,5,5,1,1,3,5,1,5,1,4,3,2,4,5,3,4,1,2,1,2,1,1,2,2,1,2,106
2023-10-26 17:01:33,9,3,NA,2,5,NA,1,3,NA,2,3,2,NA,NA,3,2,3,NA,3,NA,4,3,NA,5,2,4,NA,3,4,NA,1,3,2,NA,NA,2,4,5,NA,4,3,3,NA,4,NA,4,5,5,1,1,1,4,1,5,4,2,2,2,2,5,2,3,1,2,1,2,2,1,2,2,1,2,106
2023-10-26 18:08:47,9,NA,4,4,1,1,NA,NA,2,3,NA,3,2,4,4,NA,3,NA,3,NA,2,2,2,NA,4,NA,3,2,5,NA,1,NA,2,4,4,3,NA,2,4,NA,3,2,NA,3,4,NA,4,4,1,1,3,2,1,4,2,4,2,4,4,4,2,4,2,2,1,2,2,1,2,2,2,1,106
2023-10-27 08:55:03,9,1,1,NA,1,NA,1,2,NA,3,3,3,NA,3,NA,3,NA,3,3,NA,2,2,4,2,NA,NA,2,3,NA,2,2,3,NA,4,3,3,NA,2,2,NA,2,2,NA,4,2,NA,3,3,1,1,3,2,1,5,1,4,4,2,4,4,2,4,2,2,1,1,2,1,2,1,2,2,106
2023-10-27 10:05:34,9,1,1,NA,NA,3,3,2,2,NA,3,3,NA,NA,3,2,3,NA,2,3,3,NA,NA,2,4,3,3,NA,4,2,NA,NA,3,4,3,NA,3,4,2,NA,NA,3,3,3,NA,2,4,4,1,1,2,4,1,2,1,4,2,2,2,4,3,4,1,2,1,2,2,1,2,2,1,1,106
2023-10-27 12:27:07,9,NA,1,4,1,1,NA,2,NA,4,3,NA,3,NA,4,3,NA,2,2,NA,2,2,2,NA,4,NA,4,4,4,NA,2,NA,3,4,4,4,NA,2,4,NA,2,2,NA,NA,4,4,4,2,1,1,4,3,1,2,1,3,1,1,3,4,2,4,1,2,2,2,2,1,2,2,2,NA,106
2023-10-27 14:04:00,9,2,NA,4,1,1,NA,2,2,NA,3,3,NA,4,NA,2,3,NA,3,3,3,NA,2,2,NA,3,4,NA,NA,2,3,4,3,NA,NA,4,2,2,4,NA,2,NA,2,4,3,NA,4,2,1,1,3,3,1,2,1,4,1,2,3,4,2,5,1,2,1,2,2,1,2,2,1,1,106
2023-10-27 16:02:39,9,4,NA,3,1,NA,4,2,2,NA,3,NA,2,NA,3,3,3,2,NA,NA,2,2,2,2,NA,3,NA,2,4,NA,4,4,NA,4,4,4,NA,NA,2,4,4,4,NA,2,4,NA,4,4,1,1,3,4,1,4,2,4,4,4,3,4,2,5,2,2,1,2,2,1,2,2,1,1,106
2023-10-27 18:04:18,9,1,1,NA,NA,1,1,2,2,NA,4,3,NA,4,4,NA,3,NA,3,3,3,NA,NA,1,5,NA,3,3,4,2,NA,4,3,NA,4,4,NA,NA,4,2,NA,4,4,2,4,NA,4,2,1,1,2,4,1,4,1,4,2,2,4,5,2,5,2,2,1,2,2,1,2,2,2,1,106
2023-10-28 08:46:30,9,1,1,NA,NA,1,1,1,NA,4,1,NA,1,3,3,NA,3,3,NA,3,3,NA,1,1,NA,NA,2,2,NA,3,5,3,3,NA,3,3,NA,3,3,NA,NA,2,3,3,2,NA,2,1,1,1,4,2,1,1,1,1,1,1,3,3,3,3,2,2,2,2,2,1,2,1,2,2,106
2023-10-28 10:16:01,9,NA,1,1,1,NA,1,1,1,NA,3,3,NA,NA,3,3,3,NA,3,2,NA,4,NA,2,5,NA,3,3,3,NA,5,3,4,NA,4,4,NA,NA,4,2,2,2,NA,NA,2,2,2,2,1,1,4,2,1,1,1,2,1,2,2,2,2,4,2,2,2,2,2,1,2,1,2,1,106
2023-10-28 12:28:19,9,1,NA,4,3,NA,3,2,2,NA,NA,3,2,4,4,NA,NA,2,2,NA,2,2,NA,1,4,3,NA,2,5,NA,2,NA,3,5,2,2,NA,4,4,NA,4,4,NA,2,4,NA,4,4,1,1,2,5,1,3,2,5,4,2,2,4,2,5,2,2,1,2,2,1,2,2,2,1,106
2023-10-28 14:09:20,9,NA,1,4,3,NA,3,1,2,NA,3,NA,2,3,3,NA,3,2,NA,4,2,NA,4,4,NA,NA,2,2,4,NA,2,4,NA,4,4,4,NA,5,2,NA,NA,4,5,NA,2,4,5,5,1,1,2,4,1,1,1,4,4,1,2,4,2,5,1,2,2,2,2,1,2,2,2,1,106
2023-10-28 16:03:19,9,2,NA,4,1,1,NA,2,NA,4,4,NA,2,4,NA,2,NA,2,2,4,2,NA,5,NA,3,3,NA,3,4,NA,3,4,2,NA,4,4,NA,4,NA,4,4,4,NA,NA,2,2,4,4,1,1,2,4,1,4,4,4,2,2,4,4,2,4,1,2,1,2,2,1,2,2,2,1,106
2023-10-29 08:05:29,9,1,NA,3,NA,1,3,NA,2,4,3,3,NA,NA,3,2,3,NA,2,NA,2,2,1,NA,5,NA,3,2,NA,3,4,3,NA,3,4,4,NA,2,4,NA,2,2,NA,4,2,NA,2,2,1,1,4,2,1,1,1,1,1,1,3,3,3,3,2,2,NA,2,2,1,2,1,2,2,106
2023-10-29 12:04:40,9,2,4,NA,2,1,NA,2,1,NA,NA,3,2,4,4,NA,NA,1,1,4,NA,2,4,NA,2,NA,2,2,4,2,NA,NA,2,4,4,4,NA,4,NA,4,4,NA,4,2,4,NA,5,5,1,1,2,4,1,5,1,2,2,1,3,4,2,4,1,2,1,1,2,1,2,2,2,1,106
2023-10-29 14:02:37,9,NA,4,2,3,2,NA,2,2,NA,4,NA,2,NA,4,2,3,NA,2,3,4,NA,NA,4,2,NA,2,2,4,NA,2,4,NA,4,NA,4,2,4,2,NA,2,2,NA,2,2,NA,4,4,1,1,2,4,1,5,1,4,2,2,3,4,2,4,1,2,1,1,1,1,2,2,1,2,106
2023-10-29 16:11:47,9,1,1,NA,1,NA,3,2,NA,4,NA,2,2,4,4,NA,NA,2,2,4,2,NA,NA,4,4,NA,2,2,4,NA,2,NA,3,4,4,NA,2,NA,4,2,2,NA,4,2,NA,2,5,5,1,1,2,4,1,4,1,4,1,2,3,4,2,5,1,2,1,2,2,1,2,2,2,1,106
2023-10-29 18:02:33,9,1,NA,4,NA,1,3,NA,2,3,3,NA,3,NA,3,3,3,NA,2,4,NA,2,5,NA,2,NA,2,2,4,4,NA,NA,3,3,4,NA,2,NA,4,4,NA,2,4,NA,4,2,5,5,1,1,2,4,1,1,1,4,1,2,3,4,2,4,1,2,2,2,2,1,2,2,2,1,106
2023-10-30 08:50:56,9,1,1,NA,1,1,NA,1,NA,3,3,3,NA,3,3,NA,3,NA,1,3,4,NA,2,2,NA,2,NA,2,5,2,NA,4,3,NA,3,3,NA,1,1,NA,2,NA,4,4,2,NA,4,2,1,1,2,5,1,1,1,4,4,1,3,5,1,4,2,2,2,1,2,1,2,1,2,1,106
2023-10-30 10:03:38,9,2,NA,3,1,1,NA,2,2,NA,3,NA,2,NA,3,2,3,NA,2,NA,2,2,3,NA,4,3,2,NA,5,NA,2,NA,3,4,4,NA,2,NA,4,4,3,NA,2,NA,2,2,4,4,1,1,2,4,1,4,1,4,1,2,3,4,2,4,1,2,1,1,2,1,2,2,1,2,106
2023-10-30 14:47:32,9,NA,4,2,4,NA,4,2,2,NA,4,NA,2,4,4,NA,2,NA,2,3,3,NA,NA,2,2,NA,2,2,NA,2,2,NA,2,3,4,4,NA,4,NA,4,4,NA,4,2,NA,4,4,4,1,1,2,4,2,5,2,2,4,2,4,4,2,2,1,2,1,2,2,2,2,2,1,2,106
2023-10-30 16:03:08,9,2,2,NA,1,1,NA,2,NA,3,3,NA,2,4,NA,2,NA,2,2,2,4,NA,NA,4,3,3,4,NA,5,2,NA,NA,3,4,3,3,NA,4,4,NA,4,4,NA,2,NA,3,5,5,1,1,2,4,2,2,1,4,4,2,2,5,2,4,1,2,1,2,2,2,2,2,2,1,106
2023-10-30 18:15:38,9,NA,4,4,1,NA,4,NA,2,3,4,NA,2,4,NA,2,3,NA,4,4,NA,2,2,NA,4,3,2,NA,NA,1,1,NA,3,4,4,4,NA,NA,4,4,4,4,NA,4,NA,4,5,5,1,1,2,5,1,5,1,4,3,4,4,4,3,4,2,2,1,2,2,1,2,2,2,2,106
2023-10-31 09:06:38,9,1,2,NA,NA,1,3,1,1,NA,3,NA,1,3,NA,3,NA,1,1,3,3,NA,3,NA,5,3,NA,3,4,NA,4,NA,3,3,3,NA,4,NA,4,3,NA,2,2,4,2,NA,3,1,1,1,4,3,1,1,1,3,1,1,1,4,1,3,2,2,2,2,2,1,2,1,2,2,106
2023-10-31 12:47:54,9,2,2,NA,1,1,NA,2,2,NA,3,3,NA,4,NA,2,NA,2,1,2,2,NA,4,4,NA,3,2,NA,NA,4,2,NA,2,4,3,NA,2,NA,4,4,NA,2,2,4,NA,2,5,5,1,1,2,4,1,3,1,3,2,2,2,4,2,4,1,2,1,2,2,1,2,2,1,2,106
