"CaseID","Age","Sex","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60"
"Survey2Adult000997",27,1,5,5,4,5,1,5,5,1,5,5,1,1,5,1,5,1,1,5,1,4,5,1,1,5,1,1,4,4,5,1,1,5,4,1,5,1,4,5,1,4,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,5,1,1,5
"Survey2Adult000998",64,1,5,5,1,5,1,3,5,1,4,5,3,1,5,1,4,4,1,5,1,4,1,1,1,5,1,1,5,1,5,1,4,5,5,1,5,3,1,5,1,3,4,1,5,5,1,3,1,1,1,3,1,5,5,1,3,5,5,1,1,4
"Survey2Adult000999",70,-1,3,5,2,4,3,3,5,2,4,3,2,2,5,2,4,3,4,5,3,3,4,1,1,5,2,2,5,2,5,2,4,4,5,1,4,2,2,5,1,3,5,3,5,4,2,2,3,1,3,2,3,5,5,2,4,4,4,2,3,3
"Survey2Adult001000",56,-1,5,5,1,5,1,4,5,1,5,5,1,1,5,1,5,2,1,5,2,5,4,1,1,5,1,1,5,1,5,1,4,5,5,2,5,1,1,5,1,5,5,1,5,5,1,4,1,1,5,1,2,5,5,1,1,5,5,1,1,5
"Survey2Adult001001",70,-1,4,3,1,4,5,4,4,3,4,4,4,3,5,2,3,4,4,5,2,1,5,2,2,5,3,3,3,1,4,5,2,3,4,1,1,3,4,5,1,2,4,3,5,4,1,4,4,1,4,5,1,4,4,1,4,4,3,2,2,2
"Survey2Adult001002",28,-1,4,4,1,4,4,4,5,2,4,4,2,2,5,1,4,2,4,5,3,3,4,1,2,5,2,2,4,2,5,2,2,4,4,2,3,2,1,4,3,4,4,3,4,3,2,3,1,2,4,3,3,5,4,2,4,4,4,1,2,4
"Survey2Adult001003",26,1,4,4,1,2,3,4,5,1,3,3,1,3,4,3,3,3,4,5,3,3,3,1,1,4,2,1,3,1,2,2,4,1,5,4,4,3,1,5,2,1,5,2,5,3,1,4,1,1,2,2,3,5,5,1,3,5,4,2,4,2
"Survey2Adult001004",60,1,4,4,1,2,1,3,4,2,2,5,3,2,5,2,4,3,1,5,3,5,4,2,2,2,2,3,5,2,3,2,2,4,4,5,4,3,2,4,4,5,3,5,5,3,2,4,1,1,2,2,2,4,4,4,1,4,2,2,3,4
"Survey2Adult001005",68,1,5,5,2,5,1,5,5,1,5,5,1,1,5,5,5,1,1,4,2,5,5,1,2,5,1,2,4,1,5,1,1,5,4,1,5,1,1,5,1,5,5,2,5,5,1,5,1,2,5,1,2,5,5,1,1,5,4,1,1,5
"Survey2Adult001006",51,-1,4,3,1,5,3,5,5,1,5,2,3,2,5,1,4,3,2,5,4,2,5,1,2,5,1,2,3,1,5,2,2,4,5,2,4,2,1,5,1,5,5,4,5,5,3,4,2,1,4,2,2,5,5,1,2,4,4,1,1,4
"Survey2Adult001007",57,-1,5,5,4,4,4,5,5,1,2,5,5,2,5,2,4,2,4,4,2,5,4,1,2,5,1,1,5,2,5,1,2,5,2,1,5,1,1,4,1,4,3,3,5,5,1,4,1,2,5,1,1,5,3,1,2,4,4,1,1,4
"Survey2Adult001008",49,1,2,4,1,3,4,3,4,2,3,3,3,3,5,4,2,5,2,5,3,1,1,3,2,4,3,2,3,2,3,2,5,3,4,4,1,2,4,5,3,4,3,4,4,2,4,1,3,1,2,5,4,4,4,2,4,3,3,3,4,3
"Survey2Adult001009",50,1,5,5,5,4,1,4,5,1,4,5,1,3,5,2,4,2,1,4,2,3,4,1,3,4,2,4,4,1,4,1,3,5,4,4,4,2,1,4,1,3,4,4,5,3,1,5,1,1,2,2,2,5,4,1,3,3,4,1,2,4
"Survey2Adult001010",56,1,5,5,2,3,3,5,5,2,4,4,3,3,5,3,3,2,2,4,4,3,4,3,2,5,3,4,4,3,4,3,1,4,3,3,3,2,3,5,3,3,3,3,5,3,2,4,2,2,3,5,2,5,5,3,3,4,3,3,3,4
"Survey2Adult001011",68,1,3,4,3,2,2,4,4,4,2,4,2,4,4,4,4,4,2,4,4,2,2,2,4,2,4,4,4,4,2,4,4,3,4,4,5,4,2,2,2,2,2,2,4,2,4,5,2,2,2,5,5,4,4,4,4,2,4,4,2,2
"Survey2Adult001012",28,1,2,5,2,2,1,1,4,2,4,5,2,4,4,4,5,4,4,5,4,5,5,2,4,2,1,4,2,1,2,1,5,4,4,4,4,4,2,4,3,5,4,4,4,3,2,4,2,1,2,2,2,5,5,3,1,4,2,1,4,4
"Survey2Adult001013",68,-1,1,3,3,5,4,4,3,5,2,3,3,4,3,5,4,3,2,3,5,1,3,3,3,2,4,5,4,5,2,4,4,3,2,5,1,5,5,2,4,2,3,4,4,2,2,3,5,4,1,5,5,3,2,5,3,3,4,4,4,4
"Survey2Adult001014",25,1,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,5,5,4,5,5,5,5,4,4,3,4,5,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,5,5,5,5,4,5,4,5,5,5,4,4,4,5,3,3,5
"Survey2Adult001015",56,1,4,5,1,3,4,2,4,1,4,4,4,3,4,2,4,5,1,4,4,3,2,1,2,5,3,4,5,1,4,3,4,5,5,4,4,3,1,5,4,2,1,4,5,4,2,1,1,2,4,4,1,5,5,4,3,4,4,1,2,4
"Survey2Adult001016",66,-1,4,4,2,4,3,4,5,1,4,4,1,2,5,3,4,3,1,5,2,2,4,3,1,4,2,1,5,3,4,2,2,4,4,1,3,2,1,5,2,4,4,2,5,4,2,4,1,2,4,3,2,4,5,1,3,4,5,2,2,4
"Survey2Adult001017",62,-1,5,5,2,4,1,5,5,1,4,4,2,2,5,2,4,2,5,4,4,2,5,2,1,4,2,1,2,2,4,1,2,5,5,4,4,2,2,5,1,2,4,2,5,2,1,5,1,1,2,2,2,5,5,2,1,4,5,4,4,4
"Survey2Adult001018",64,1,2,4,1,4,4,3,5,4,4,2,4,2,5,4,4,4,4,5,3,4,2,2,2,3,4,3,2,2,3,4,4,4,4,4,4,4,2,4,5,2,3,4,5,3,2,2,2,1,2,1,3,4,4,4,3,2,3,3,4,3
"Survey2Adult001019",47,1,5,5,1,5,2,4,5,1,4,5,2,1,5,1,5,3,1,5,4,5,4,1,1,5,1,2,5,1,4,2,1,5,5,4,5,2,1,4,1,2,4,4,5,5,1,5,1,1,2,1,2,5,5,2,2,5,4,1,2,3
"Survey2Adult001020",65,1,4,5,1,4,4,5,4,2,4,4,5,1,5,1,4,2,5,4,1,4,1,1,1,5,2,3,5,1,5,4,4,5,4,1,4,4,2,4,1,4,3,1,4,4,1,5,1,1,5,2,3,4,4,1,1,4,5,4,1,4
"Survey2Adult001021",52,-1,5,5,1,4,4,4,5,2,3,4,3,1,5,3,4,5,4,4,2,4,3,2,1,4,3,2,5,2,4,4,3,4,5,2,4,2,2,5,3,3,4,2,5,4,2,4,1,2,4,2,2,5,4,2,3,5,4,2,2,4
"Survey2Adult001022",68,1,3,4,2,3,2,3,5,2,3,5,2,4,5,3,4,3,2,4,3,4,4,2,2,4,2,2,3,2,3,2,4,4,4,4,5,2,2,5,2,4,4,4,5,4,2,3,2,2,3,2,2,5,4,2,2,4,3,2,3,3
"Survey2Adult001023",46,1,4,5,2,4,2,2,5,4,4,4,4,1,5,1,2,3,1,4,2,3,2,1,2,5,5,5,5,2,2,4,4,5,3,2,4,3,2,4,2,2,1,1,4,5,4,4,1,4,5,2,4,5,5,1,4,3,5,3,2,4
"Survey2Adult001024",71,-1,5,5,2,5,5,5,5,5,4,4,1,4,5,2,4,1,1,3,2,2,5,4,1,5,1,1,4,2,4,4,1,5,2,1,2,1,4,4,1,3,4,4,5,4,1,5,2,1,5,2,1,5,5,1,2,5,2,4,4,4
"Survey2Adult001025",55,1,5,4,5,4,2,3,5,1,5,5,1,2,5,4,5,4,3,4,3,5,4,2,2,5,1,1,5,4,5,2,4,5,4,2,5,2,1,5,2,4,4,2,5,5,2,4,1,1,4,4,3,5,5,3,3,4,5,4,1,4
"Survey2Adult001026",45,-1,4,5,1,5,2,4,5,1,5,5,4,1,5,1,5,4,1,4,4,4,5,1,1,5,1,2,5,1,5,1,5,5,4,1,5,1,2,5,1,5,2,2,5,5,2,2,4,1,5,3,1,5,5,1,1,2,4,5,1,5
"Survey2Adult001027",47,1,4,5,1,2,1,3,5,1,4,4,1,4,5,4,5,4,2,5,3,1,3,1,1,5,2,3,3,4,2,1,2,5,5,4,5,3,4,5,2,3,2,4,5,3,4,2,2,1,2,2,3,4,5,4,2,5,4,5,4,5
"Survey2Adult001028",64,1,4,4,1,3,3,3,4,1,3,4,3,3,4,4,4,3,4,4,4,3,3,3,3,4,2,3,3,2,3,2,2,4,4,3,3,3,2,4,3,3,4,3,4,3,3,3,3,1,3,3,3,4,4,3,3,3,3,2,3,4
"Survey2Adult001029",45,1,4,4,4,4,4,4,5,2,4,4,4,2,4,2,4,3,5,4,3,4,4,1,3,4,5,4,4,2,4,2,3,4,2,4,4,2,3,4,2,4,4,4,5,4,1,4,1,4,3,2,2,5,5,3,4,4,3,3,2,4
"Survey2Adult001030",47,-1,4,5,5,4,2,4,5,2,5,4,2,2,5,4,5,5,1,5,3,5,4,1,2,4,3,2,5,2,1,3,4,5,5,2,5,2,1,5,2,4,4,3,5,4,2,4,1,1,4,1,2,5,5,2,3,4,5,1,3,3
"Survey2Adult001031",64,-1,4,5,2,4,2,1,5,2,4,4,4,2,4,2,3,4,2,2,3,5,2,1,4,4,2,4,5,4,4,2,4,4,4,2,5,4,1,4,2,3,2,3,4,4,2,2,1,2,4,1,4,5,4,2,2,4,4,2,2,3
"Survey2Adult001032",65,1,3,3,2,2,3,3,4,5,2,4,4,3,4,4,2,5,2,4,3,4,3,2,3,2,4,5,4,3,2,4,4,3,3,4,4,3,2,3,5,3,2,3,4,2,4,3,2,2,1,3,3,5,4,5,3,3,3,4,4,3
"Survey2Adult001033",65,-1,4,4,2,4,2,3,5,3,4,5,2,3,5,1,4,1,1,5,1,5,2,1,1,5,2,1,2,1,4,4,4,4,4,3,5,2,2,5,1,3,3,2,5,5,1,5,4,1,3,1,3,4,4,1,1,4,3,1,2,4
"Survey2Adult001034",52,1,4,5,1,5,1,2,5,1,4,4,4,1,4,1,5,5,1,4,2,5,1,1,1,5,4,1,5,2,5,1,4,1,4,1,4,3,1,4,1,1,4,2,5,4,2,5,1,1,5,1,4,5,4,1,4,4,4,1,2,3
"Survey2Adult001035",66,1,2,5,2,3,4,2,5,4,4,4,2,2,4,3,3,4,2,5,4,3,2,1,4,4,4,4,5,3,4,4,4,2,4,5,3,3,2,4,4,2,3,2,4,4,4,4,2,2,3,2,4,4,5,4,4,4,5,2,4,3
"Survey2Adult001036",62,1,3,5,1,4,3,3,5,4,4,4,4,2,4,2,5,4,1,5,3,3,4,3,2,4,3,4,4,3,5,4,5,5,5,2,5,3,2,5,2,4,1,3,4,4,3,3,3,1,2,3,3,5,5,1,3,3,4,4,2,5
"Survey2Adult001037",71,-1,4,5,1,5,5,4,5,1,5,1,5,1,5,1,5,5,3,5,1,1,3,1,1,5,5,4,5,1,5,1,3,5,5,1,3,3,1,5,1,1,4,1,5,5,1,4,1,1,5,5,3,5,5,1,5,5,5,1,1,4
"Survey2Adult001038",68,-1,4,5,2,2,4,4,4,2,4,4,4,4,5,4,3,2,2,5,3,4,3,2,2,4,2,3,4,4,4,3,3,4,4,3,4,4,2,3,2,2,3,4,4,4,2,4,1,2,2,2,3,4,4,4,2,4,4,2,3,4
"Survey2Adult001039",80,1,4,5,1,4,3,4,5,2,4,4,3,2,4,2,4,5,2,5,3,3,3,1,2,5,3,4,5,1,4,2,4,5,5,3,4,3,2,5,2,3,4,2,4,5,3,3,1,1,4,1,3,5,5,1,3,4,4,2,3,4
"Survey2Adult001040",74,1,4,5,1,2,5,4,5,1,3,5,3,3,5,1,4,5,5,5,3,5,1,1,2,4,2,1,4,1,3,1,3,5,5,5,5,3,1,4,3,3,4,4,5,5,1,4,1,1,3,3,4,5,5,4,4,3,3,2,4,4
"Survey2Adult001041",53,-1,4,5,2,5,2,2,5,2,4,4,2,1,5,1,4,5,1,3,2,2,3,1,2,5,3,3,5,2,5,2,4,5,3,1,2,2,1,4,1,4,4,4,5,5,2,2,1,2,5,5,3,5,5,1,3,3,3,2,1,4
"Survey2Adult001042",62,1,4,5,3,2,2,5,5,1,5,5,1,3,5,3,4,4,1,4,2,5,4,1,4,5,4,2,5,2,1,1,2,5,4,5,5,4,1,4,4,4,2,4,5,5,2,2,5,1,2,4,4,5,5,1,1,5,5,3,1,4
"Survey2Adult001043",73,1,2,5,4,3,4,1,5,3,4,4,1,1,5,1,2,4,5,2,2,2,1,1,4,4,4,2,4,4,4,2,4,3,3,2,4,3,1,3,1,1,2,2,4,3,2,3,1,1,3,4,4,5,4,1,2,4,4,3,3,3
"Survey2Adult001044",68,1,2,3,1,5,1,4,5,1,5,4,4,5,5,1,4,4,2,5,4,4,4,2,1,5,1,3,4,4,5,1,4,4,5,2,4,3,3,5,1,4,2,4,5,5,1,4,4,1,5,3,1,5,5,1,2,4,3,1,2,5
"Survey2Adult001045",71,1,2,4,1,5,5,2,5,2,4,2,4,2,4,1,2,5,1,4,1,2,3,1,3,5,2,4,4,2,5,4,4,3,4,1,1,2,1,4,1,4,2,2,5,5,4,2,2,1,5,2,2,4,5,1,4,3,4,1,1,4
"Survey2Adult001046",35,1,2,5,3,3,2,3,5,3,3,4,3,3,3,4,3,4,2,3,4,4,3,2,4,2,2,4,3,3,4,3,4,5,3,4,3,3,2,3,4,3,2,5,3,3,3,2,2,3,2,2,3,4,3,4,3,3,2,4,3,3
"Survey2Adult001047",70,1,4,4,3,4,3,4,4,4,4,4,2,3,4,2,3,2,3,3,4,4,3,2,2,4,2,3,4,4,4,3,2,3,4,2,3,4,3,4,3,3,3,3,4,3,2,4,3,2,3,3,3,4,4,3,2,4,3,4,3,3
"Survey2Adult001048",42,-1,2,5,1,4,2,2,5,1,5,4,1,4,5,4,4,5,4,4,4,5,2,1,1,5,4,2,4,2,4,2,5,5,5,4,5,2,1,5,4,4,4,2,5,5,2,1,2,1,2,2,4,5,5,4,2,4,5,1,4,4
"Survey2Adult001049",58,1,4,5,2,4,2,5,4,2,4,4,1,4,5,3,4,1,1,3,4,4,4,3,4,5,5,5,5,4,5,1,3,5,2,3,5,3,1,4,3,4,4,2,4,2,2,4,2,2,2,3,4,5,4,3,3,4,5,1,4,4
"Survey2Adult001050",45,1,4,5,1,3,4,3,5,1,5,5,1,5,4,5,4,5,1,5,5,4,2,2,1,1,3,4,5,4,2,1,4,5,5,5,3,4,1,5,5,3,2,5,5,4,1,4,2,1,1,3,4,5,5,5,3,4,4,4,4,3
"Survey2Adult001051",83,1,5,5,1,5,3,4,5,1,4,5,1,1,5,1,4,2,1,5,4,4,4,1,2,5,2,1,5,1,5,2,1,5,5,2,5,2,1,5,2,4,5,1,5,4,2,4,1,1,5,2,1,5,5,1,2,5,5,1,2,4
"Survey2Adult001052",72,1,5,5,1,3,1,3,5,1,5,5,1,1,5,1,4,3,1,5,1,4,3,1,1,5,5,3,5,1,5,4,1,5,5,1,3,1,1,5,1,4,4,2,5,5,1,3,1,1,5,4,1,5,5,1,3,5,5,1,1,4
"Survey2Adult001053",75,-1,2,4,3,3,1,2,3,3,3,4,3,3,4,2,4,4,2,4,3,5,2,3,2,3,2,2,3,3,3,2,4,4,3,3,5,3,3,4,2,3,3,4,4,3,2,2,3,3,3,1,3,3,4,2,1,3,2,3,2,4
"Survey2Adult001054",65,1,5,5,3,4,2,4,5,3,3,4,1,3,4,2,3,3,1,4,4,3,3,2,3,4,2,2,2,3,4,3,3,4,3,2,4,2,3,4,3,3,4,4,4,3,2,4,3,2,2,2,2,4,4,2,3,4,3,3,2,4
"Survey2Adult001055",54,1,4,4,4,3,2,3,4,3,4,4,3,4,5,4,4,1,1,4,4,3,3,2,4,4,4,2,3,2,4,3,1,4,3,4,4,4,4,4,4,4,4,4,5,3,2,4,1,2,4,4,2,4,5,4,5,4,4,3,4,4
"Survey2Adult001056",76,1,3,3,2,3,2,5,3,3,4,4,3,3,4,3,2,3,3,4,3,3,3,2,4,5,3,2,2,2,4,2,4,3,3,2,4,3,2,4,2,3,4,3,4,2,4,4,3,2,4,4,3,4,4,2,4,4,3,2,3,2
"Survey2Adult001057",65,-1,3,3,1,4,3,4,4,2,3,4,3,4,5,4,4,3,3,5,3,4,4,1,1,5,3,4,2,1,4,2,3,3,5,1,4,2,3,5,1,2,3,3,5,3,2,3,4,1,4,2,4,4,5,1,3,3,3,5,3,3
"Survey2Adult001058",49,1,4,5,1,4,3,1,5,1,4,5,3,1,5,4,4,4,5,5,2,4,3,1,1,4,1,1,5,1,5,3,3,5,5,4,4,1,1,5,3,3,3,4,5,5,2,3,1,1,2,1,3,5,5,3,3,4,5,1,4,5
"Survey2Adult001059",63,1,3,4,2,4,2,4,4,4,4,4,2,3,4,2,4,4,2,4,4,4,2,3,3,3,3,4,2,4,4,2,4,4,4,4,4,3,3,2,4,3,2,2,4,4,2,3,2,2,2,2,2,4,4,2,4,3,4,4,3,4
"Survey2Adult001060",58,1,2,4,1,1,2,5,4,1,2,4,4,3,5,2,5,1,3,5,5,5,5,2,2,5,1,4,4,1,2,2,2,5,4,5,4,2,3,5,4,5,2,4,5,1,1,5,3,1,1,1,1,4,4,4,3,1,4,2,5,5
"Survey2Adult001061",65,-1,4,3,1,4,5,2,5,1,5,3,2,3,5,3,3,4,2,5,3,3,5,1,3,4,2,2,2,2,5,3,3,3,4,5,3,2,2,4,1,3,3,3,5,5,3,2,1,1,4,4,1,4,4,3,3,4,4,1,1,3
"Survey2Adult001062",49,1,3,5,2,4,3,3,5,3,4,3,2,1,5,2,4,4,2,4,3,4,3,1,3,4,3,3,4,2,4,2,4,4,4,2,3,3,3,4,3,4,3,4,4,4,2,3,1,1,3,2,3,5,4,2,3,3,4,4,3,3
"Survey2Adult001063",64,1,4,5,1,4,2,2,5,1,4,5,1,1,5,4,5,4,1,4,1,5,4,1,1,4,4,2,4,1,4,1,4,5,4,4,5,2,1,5,1,4,2,4,5,5,1,4,1,1,1,1,5,5,5,1,4,4,5,1,2,2
"Survey2Adult001064",69,1,5,3,2,4,1,5,4,2,4,4,1,3,5,1,4,1,3,3,2,4,5,3,4,4,2,1,5,4,5,1,1,5,3,3,5,2,3,4,2,4,5,2,4,3,1,5,2,3,4,1,1,4,4,1,2,5,3,3,3,5
"Survey2Adult001065",73,-1,5,5,2,4,3,5,5,1,5,5,2,4,5,1,4,1,1,4,1,1,5,3,1,5,1,4,4,1,3,2,1,5,4,1,3,1,2,5,1,4,4,4,5,3,1,5,2,1,5,2,1,5,5,1,1,5,5,1,2,4
"Survey2Adult001066",71,1,3,4,2,1,2,2,5,2,2,4,2,3,4,3,4,4,1,3,4,2,3,1,4,2,4,4,3,4,2,1,4,4,3,4,4,3,1,3,4,4,1,4,3,3,1,3,2,2,2,1,4,5,5,2,3,3,2,1,4,4
"Survey2Adult001067",65,-1,2,4,1,4,1,2,5,1,4,5,4,1,4,1,5,5,1,5,1,5,1,1,1,4,1,1,4,1,5,1,5,4,5,1,5,4,1,5,1,5,4,2,5,5,1,1,1,1,2,1,5,5,4,2,1,4,4,1,1,5
"Survey2Adult001068",73,-1,2,3,1,5,4,3,4,3,4,4,3,3,5,1,4,5,3,3,1,2,4,1,3,5,2,3,3,1,5,3,4,3,4,1,3,3,3,5,1,4,3,3,5,5,3,2,3,2,5,4,2,5,5,1,3,2,3,1,1,4
"Survey2Adult001069",68,1,4,5,3,2,1,4,5,1,4,5,2,2,5,5,5,3,1,3,4,5,4,2,2,2,1,2,5,2,2,1,2,5,1,2,5,2,2,5,4,5,3,2,5,2,5,5,1,2,1,1,1,4,5,4,1,3,4,1,5,5
"Survey2Adult001070",80,1,4,5,2,2,4,4,5,3,4,5,2,2,4,3,3,5,5,5,4,1,1,1,4,3,5,4,5,4,4,4,5,5,4,4,4,4,1,4,4,3,1,3,5,4,3,2,1,1,3,2,5,5,4,4,3,4,5,1,4,2
"Survey2Adult001071",68,1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,4,1,1,5,1,5,5,1,1,5,1,1,5,1,3,1,1,5,5,3,5,1,1,5,1,5,5,3,5,5,1,5,1,1,5,1,1,5,5,1,1,5,3,1,1,5
"Survey2Adult001072",77,-1,2,4,3,3,3,3,4,2,4,4,3,3,4,2,4,4,2,3,3,2,3,2,3,3,3,2,4,3,2,2,4,3,4,3,3,3,3,4,3,3,3,3,4,2,3,2,3,3,3,4,4,4,4,3,3,3,4,3,3,3
"Survey2Adult001073",75,-1,1,5,1,5,4,1,5,1,4,4,4,1,5,1,4,5,5,5,2,2,1,1,2,5,1,1,5,1,5,2,5,5,5,1,2,2,1,5,1,4,4,1,5,5,2,1,2,2,5,4,4,5,4,1,4,4,5,1,1,4
"Survey2Adult001074",74,-1,1,3,2,1,5,1,5,4,3,3,5,4,4,4,1,5,4,4,4,4,2,1,4,3,3,5,3,2,2,2,5,4,4,5,4,5,2,4,3,1,1,3,4,2,2,1,3,1,1,3,4,4,5,2,5,1,3,3,2,3
"Survey2Adult001075",65,1,3,4,3,3,2,1,5,2,3,4,4,3,3,3,4,3,1,4,2,3,1,2,4,3,1,4,4,1,3,2,3,4,2,1,4,4,2,3,4,3,1,2,4,3,2,3,2,1,4,3,4,4,3,3,3,3,3,1,3,4
"Survey2Adult001076",70,1,3,5,2,4,2,2,5,3,3,4,3,2,5,2,3,4,1,4,2,4,2,1,3,3,2,3,5,2,5,3,4,5,4,3,4,3,1,5,3,3,3,3,5,4,4,2,1,2,3,1,4,5,4,3,2,4,4,1,2,3
"Survey2Adult001077",80,-1,4,5,4,4,2,3,5,4,4,4,4,2,4,2,4,4,1,1,4,4,2,2,4,5,2,5,4,4,4,2,4,5,1,4,4,1,1,4,2,4,2,2,4,4,2,4,2,4,2,1,2,5,3,2,2,5,5,2,2,4
"Survey2Adult001078",65,1,4,5,1,2,4,3,5,2,4,4,3,4,4,2,4,4,2,5,4,4,4,1,1,4,2,2,4,1,4,2,4,5,5,4,4,2,1,5,2,4,4,2,5,4,2,2,2,1,2,4,2,5,5,2,1,4,5,1,1,4
"Survey2Adult001079",65,1,5,5,3,4,4,4,5,1,3,5,1,3,5,1,4,1,1,4,4,4,3,1,3,4,2,1,4,3,4,2,2,4,2,4,4,2,1,5,1,4,4,5,5,4,1,5,1,1,4,2,3,5,4,1,3,4,3,4,2,4
"Survey2Adult001080",67,1,1,5,1,1,2,1,5,5,4,4,3,3,5,5,2,5,1,5,5,4,1,1,1,2,5,5,4,2,1,5,5,4,4,5,4,5,2,4,5,2,1,1,5,5,4,1,1,1,1,2,5,5,5,4,5,3,5,1,3,3
"Survey2Adult001081",71,1,4,5,1,5,1,1,5,2,5,3,2,1,5,1,4,2,1,4,1,5,1,1,2,5,1,1,5,2,5,5,4,4,5,3,5,2,1,5,1,4,4,1,5,4,2,4,1,1,5,1,4,5,4,1,3,4,5,3,1,3
"Survey2Adult001082",70,1,5,5,1,5,1,4,5,1,5,5,1,1,5,1,5,1,5,5,1,4,3,1,1,5,1,1,5,1,5,1,1,5,5,2,4,2,1,5,1,5,5,1,5,5,1,5,1,1,5,2,3,5,5,1,3,5,4,4,1,5
"Survey2Adult001083",69,1,4,5,1,3,1,2,5,1,4,5,1,2,5,2,5,4,1,5,4,5,2,1,2,4,1,2,5,1,4,1,5,4,5,4,5,2,4,5,1,5,2,2,5,5,2,4,1,1,3,1,3,4,5,2,1,4,5,2,1,5
"Survey2Adult001084",77,-1,5,4,1,5,2,4,4,1,5,4,2,1,5,2,4,5,1,5,3,5,4,1,1,5,1,2,5,2,4,2,3,4,5,1,5,3,1,5,3,5,5,1,5,4,1,5,2,1,3,1,2,5,5,1,2,4,5,1,2,5
"Survey2Adult001085",66,-1,3,3,3,4,3,4,4,3,3,4,4,4,4,1,5,3,4,3,3,2,4,2,3,4,4,3,3,3,4,2,2,3,3,1,2,2,3,3,1,3,3,3,4,4,1,3,3,3,4,5,2,3,3,1,3,3,3,3,2,5
"Survey2Adult001086",76,-1,3,4,1,4,2,3,4,1,2,4,3,2,4,1,5,3,1,5,2,3,4,1,2,4,2,2,4,2,4,1,3,4,4,2,3,2,1,5,1,4,4,1,4,3,1,3,1,1,2,3,2,4,5,1,2,4,4,1,1,4
"Survey2Adult001087",72,-1,4,4,2,2,4,4,4,4,3,4,3,4,3,2,3,4,2,4,2,2,4,2,4,4,4,4,4,2,4,3,4,4,4,4,2,4,2,4,4,4,2,4,3,4,4,2,4,2,4,4,4,4,2,2,4,2,4,4,3,3
"Survey2Adult001088",68,1,5,5,2,5,5,5,5,5,5,5,1,1,5,3,5,4,1,3,4,5,5,1,4,4,2,3,5,3,5,2,3,4,2,3,4,2,1,4,3,4,3,2,5,4,1,3,1,3,3,2,1,5,5,3,2,5,5,4,2,4
"Survey2Adult001089",74,1,4,4,1,3,4,3,5,1,4,3,2,2,4,1,2,2,1,4,4,2,3,2,2,4,2,2,4,2,4,4,2,4,4,4,3,2,1,4,4,4,4,2,5,4,2,4,1,1,2,2,4,4,4,1,2,3,4,2,2,3
"Survey2Adult001090",68,1,4,5,2,4,4,2,5,2,4,3,3,3,4,2,4,2,1,5,2,1,2,1,3,5,3,3,3,3,5,2,3,4,5,3,4,2,3,5,1,2,3,2,4,4,2,4,1,2,4,3,3,5,4,1,3,4,3,2,2,4
"Survey2Adult001091",66,1,5,5,1,2,2,2,5,1,4,4,2,2,4,1,4,4,4,5,3,4,3,1,2,4,2,3,5,3,5,4,3,5,5,5,5,3,3,4,3,3,2,4,5,2,2,3,1,1,2,2,4,5,5,2,5,4,5,2,3,2
"Survey2Adult001092",73,-1,4,4,2,3,4,3,4,2,3,3,3,2,4,3,3,4,2,4,3,4,3,3,3,4,3,3,4,3,4,3,4,4,4,3,4,3,2,4,3,3,3,4,4,4,3,4,3,2,4,3,4,4,3,3,3,4,4,4,3,3
"Survey2Adult001093",88,-1,5,5,1,5,2,5,5,1,4,4,3,1,5,1,4,1,1,4,1,4,4,3,1,5,1,3,4,2,5,1,1,5,4,1,5,1,1,4,3,3,5,4,5,5,2,3,2,2,5,1,2,5,2,1,2,5,5,1,1,5
"Survey2Adult001094",70,1,4,4,1,4,4,4,5,2,5,4,2,1,4,4,4,4,1,4,4,3,3,3,1,4,2,1,3,1,1,1,4,5,5,4,4,4,1,4,4,5,4,4,5,4,2,4,1,1,2,4,4,5,5,3,3,4,4,1,4,4
"Survey2Adult001095",66,1,2,5,4,1,4,3,5,2,3,4,1,4,5,4,2,4,2,4,4,3,4,1,4,2,4,4,4,4,2,4,4,5,4,5,2,4,2,4,4,4,2,4,5,2,4,2,4,1,1,4,4,4,5,4,4,2,4,4,4,3
"Survey2Adult001096",68,1,4,4,1,2,4,4,5,2,2,4,2,2,5,4,4,2,5,4,4,4,2,1,2,4,4,2,4,2,5,4,2,5,5,5,4,2,1,5,4,2,4,4,5,4,2,5,2,1,2,1,2,5,4,4,2,4,4,1,2,4
"Survey2Adult001097",66,1,4,3,3,3,5,2,5,4,4,4,2,3,5,1,3,3,2,3,2,3,2,1,3,4,4,3,3,2,4,1,3,4,3,1,3,2,3,4,1,4,2,3,3,2,1,4,2,2,4,4,3,4,3,1,3,3,4,1,4,4
