"","Sociab.1","Compass.1","Organiz.1","Anxiety.1","Aesth.1","Assert.1","Respect.1","Product.1","Depres.1","Curious.1","Energy.1","Trust.1","Respons.1","Volat.1","Creativ.1","Sociab.2","Compass.2","Organiz.2","Anxiety.2","Aesth.2","Assert.2","Respect.2","Product.2","Depres.2","Curious.2","Energy.2","Trust.2","Respons.2","Volat.2","Creativ.2","Sociab.3","Compass.3","Organiz.3","Anxiety.3","Aesth.3","Assert.3","Respect.3","Product.3","Depres.3","Curious.3","Energy.3","Trust.3","Respons.3","Volat.3","Creativ.3","Sociab.4","Compass.4","Organiz.4","Anxiety.4","Aesth.4","Assert.4","Respect.4","Product.4","Depres.4","Curious.4","Energy.4","Trust.4","Respons.4","Volat.4","Creativ.4"
"2699",5,5,2,3,5,3,4,1,3,5,3,3,3,4,5,4,5,4,4,5,2,2,2,3,5,1,4,3,5,5,5,4,1,4,5,4,2,3,3,5,3,1,3,4,4,5,3,1,4,5,2,4,2,4,4,5,4,1,4,5
"2700",5,5,1,1,5,1,5,5,1,5,1,5,5,1,5,5,1,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,1,5,1,1,5,5,5,1,1,5,5,5,1,5,5,5,5,5,5
"2701",4,2,4,5,4,1,3,1,3,3,5,3,3,3,4,3,5,4,1,1,2,2,3,5,4,1,3,5,2,3,2,1,1,2,4,2,4,3,3,2,5,4,1,2,4,3,5,2,3,3,4,3,3,1,3,1,3,4,1,5
"2702",5,5,5,1,5,5,5,4,1,5,1,2,4,4,5,2,1,5,4,5,1,5,3,1,5,5,2,2,1,1,1,5,5,1,5,3,5,5,1,5,5,1,4,1,5,3,5,1,2,1,5,5,5,1,2,5,4,5,3,5
"2703",4,3,5,2,4,4,4,5,1,4,1,5,4,2,4,4,2,5,3,3,4,5,4,2,2,4,4,4,1,2,2,4,5,3,4,3,5,4,1,4,5,3,3,1,5,4,3,4,3,3,3,4,5,2,2,5,4,3,1,4
"2704",4,3,2,4,3,2,1,4,4,3,4,3,4,3,4,3,5,3,4,3,2,3,4,2,2,4,3,3,5,5,4,2,5,1,2,3,4,2,4,2,4,1,1,3,3,2,4,3,3,3,3,1,1,5,3,3,3,4,2,4
"2705",3,5,2,3,2,2,5,2,2,4,1,3,5,3,4,2,2,4,5,4,4,5,2,4,4,2,4,4,3,3,2,5,2,4,3,2,4,5,4,4,4,3,5,1,2,4,3,2,3,2,2,5,5,4,2,3,4,4,4,4
"2706",4,3,2,3,3,2,4,1,2,1,2,2,5,3,2,1,1,2,4,5,4,3,3,5,3,3,5,2,2,2,3,2,3,4,4,3,2,2,3,3,3,1,2,1,5,4,4,2,4,3,3,3,3,2,4,3,4,4,3,3
"2707",4,4,3,2,3,5,4,3,2,4,4,3,2,5,4,4,1,4,4,4,4,2,2,1,2,1,4,4,1,1,4,5,2,5,4,4,2,3,4,5,5,4,5,3,2,4,1,3,1,3,3,4,3,3,2,4,1,5,4,5
"2708",2,5,2,5,5,2,5,2,3,5,2,2,3,3,4,1,5,3,5,5,1,4,2,4,5,1,5,1,4,4,1,5,3,5,5,3,2,4,4,5,1,1,3,5,5,3,4,3,5,4,1,5,4,4,5,5,5,2,5,4
"2709",4,5,4,1,5,3,5,2,1,5,5,4,5,1,5,3,4,4,2,5,5,5,4,1,5,3,3,4,1,5,2,5,4,2,5,5,3,5,1,5,4,3,5,1,5,4,5,4,2,2,4,5,5,1,5,4,3,4,1,5
"2710",5,2,5,1,5,5,5,2,1,5,2,1,5,5,5,5,5,5,2,5,5,1,5,1,2,5,5,2,4,4,5,5,5,5,5,1,2,5,4,5,5,1,5,4,5,5,1,1,2,1,2,5,5,5,3,5,4,1,2,5
"2711",4,4,5,1,3,4,5,5,3,5,5,3,3,3,5,3,2,5,1,3,3,4,5,1,4,5,4,2,1,2,4,1,4,1,4,2,5,4,1,2,4,4,4,1,5,4,4,5,2,4,3,4,4,1,3,4,2,4,1,5
"2712",2,3,5,4,2,2,4,5,2,4,2,5,5,1,3,1,4,5,2,4,2,5,2,4,5,2,4,4,1,4,1,4,4,2,5,4,4,4,4,4,2,2,4,1,4,2,5,5,4,5,2,4,4,5,4,2,2,4,1,4
"2713",2,3,4,4,2,4,4,2,4,3,4,2,4,2,3,2,2,4,4,4,4,5,2,4,2,2,4,2,4,4,1,2,4,4,4,2,2,2,4,4,2,2,4,4,2,4,2,4,3,2,3,4,4,2,2,4,4,2,4,4
"2714",5,4,3,4,4,5,5,5,3,5,4,4,5,1,4,5,1,3,3,2,5,5,5,1,5,5,4,4,2,3,5,4,2,4,2,4,5,4,1,5,5,3,5,3,4,5,5,3,2,1,2,5,5,1,2,5,3,5,3,3
"2715",4,5,3,2,4,2,5,2,2,4,4,3,4,4,3,2,4,4,4,5,2,4,4,4,4,4,4,4,4,3,2,4,3,4,5,3,4,4,4,4,2,2,3,3,4,4,4,4,5,4,2,4,2,4,4,4,4,2,4,3
"2716",5,5,3,1,5,5,5,2,1,5,5,5,5,1,4,5,4,4,1,5,5,5,2,1,1,5,5,2,1,5,5,4,4,1,4,4,3,5,1,3,5,5,5,1,1,5,5,5,1,4,3,3,5,1,4,5,5,4,1,5
"2717",4,4,5,1,1,5,5,5,1,5,2,5,5,1,4,1,2,5,1,2,5,4,3,1,5,5,5,5,1,2,1,4,4,2,3,2,4,5,1,5,5,5,5,2,5,5,5,5,1,1,5,3,4,1,4,5,4,5,3,4
"2718",5,4,4,1,1,3,5,4,2,4,4,3,4,2,4,2,4,4,4,3,3,4,2,1,3,5,4,2,3,3,1,4,4,4,2,2,3,5,2,4,5,2,4,1,5,4,5,4,2,1,2,5,4,2,4,4,5,2,2,4
"2719",5,5,2,3,4,5,5,5,1,5,5,1,5,1,5,5,1,2,3,4,3,3,5,3,5,3,5,5,3,5,5,5,3,5,3,3,5,5,5,5,5,1,4,3,5,5,5,1,5,3,5,4,5,5,5,4,1,2,1,5
"2720",2,1,4,1,5,4,5,2,3,5,2,2,5,1,5,1,1,5,4,4,3,5,4,1,1,4,1,2,1,5,1,4,4,4,2,2,2,5,1,5,3,1,5,1,5,1,1,4,1,3,5,5,5,1,3,3,1,2,1,4
"2721",4,2,3,3,2,4,5,3,3,4,2,2,3,2,5,3,2,2,4,2,5,3,4,4,5,4,4,3,3,2,4,5,4,2,2,3,2,4,3,3,3,3,4,2,4,4,4,3,5,5,3,2,4,2,1,4,5,2,4,4
"2722",2,5,2,4,5,2,5,2,4,5,4,4,5,4,4,1,5,4,5,5,4,5,1,4,5,3,5,2,4,5,1,4,4,5,4,3,5,2,5,4,2,4,4,4,5,2,5,4,5,5,3,5,4,5,5,3,4,2,5,3
"2723",4,5,1,5,5,1,5,1,4,5,4,2,3,5,2,1,5,2,4,5,1,3,1,4,4,2,5,2,5,4,1,4,2,5,5,4,3,2,5,4,2,1,3,4,5,3,2,2,5,5,1,5,2,5,4,2,2,2,5,3
"2724",1,5,2,4,5,1,5,3,2,5,4,3,4,3,4,1,5,3,4,5,1,2,1,4,5,2,5,4,4,5,1,5,2,4,5,5,4,4,5,4,2,3,4,1,5,2,5,2,2,5,1,5,5,5,4,4,4,3,2,4
"2725",4,4,2,1,4,4,5,3,3,5,4,3,5,3,4,2,3,4,4,3,5,5,3,2,4,5,1,1,3,4,2,4,3,5,2,2,2,3,1,5,5,2,5,4,5,1,3,3,3,1,2,5,3,3,4,4,3,2,3,4
"2726",4,5,2,4,1,3,5,2,4,5,4,3,5,4,5,2,2,4,4,4,4,3,4,4,4,2,4,2,2,4,1,4,2,5,2,2,3,5,5,5,3,2,5,2,4,4,3,4,5,2,4,5,5,5,4,4,4,2,4,4
"2727",4,4,4,2,3,3,4,4,2,4,4,3,4,3,4,4,3,4,4,3,5,3,4,1,3,4,3,3,2,4,3,3,4,2,4,4,3,4,2,4,5,3,4,2,4,4,4,4,2,3,4,4,4,2,2,4,4,3,2,4
"2728",3,2,5,4,5,2,3,4,5,2,4,3,4,3,3,2,3,2,3,3,1,3,4,4,4,3,2,3,3,2,4,4,4,4,3,5,4,2,3,1,3,3,3,4,5,4,3,4,3,2,4,2,4,4,4,1,2,4,4,2
"2729",5,5,4,3,2,5,5,1,2,4,4,4,5,3,4,3,3,4,4,3,4,1,2,2,4,4,4,3,2,2,2,4,5,4,5,3,3,3,2,3,4,2,5,1,3,5,3,5,2,2,3,5,4,3,2,4,4,2,3,3
"2730",5,2,2,1,3,5,5,3,1,4,5,3,3,4,2,5,4,2,5,4,4,4,2,1,4,1,3,2,1,2,3,3,2,4,3,3,2,5,2,5,5,3,4,3,5,5,5,4,2,3,1,4,4,4,3,2,3,2,4,3
"2731",4,2,1,1,4,2,5,2,3,5,4,2,4,3,2,4,2,2,2,5,3,5,2,2,2,4,4,1,1,2,4,4,1,2,4,3,5,3,2,4,4,4,5,1,4,4,2,2,2,5,3,5,5,2,4,4,4,1,1,2
"2732",1,4,2,4,3,1,4,2,3,4,4,3,4,2,2,1,2,4,3,3,2,4,3,3,3,1,5,2,2,2,1,4,2,4,4,1,3,3,4,2,2,4,4,3,2,1,4,3,5,4,1,5,4,2,2,3,3,2,3,2
"2733",3,3,2,2,2,3,4,2,2,4,1,3,4,3,3,2,3,3,4,4,3,2,2,2,2,2,4,3,3,2,3,4,4,4,4,2,2,4,3,4,4,2,3,2,2,4,3,3,3,1,2,3,4,4,3,4,3,2,3,4
"2734",5,5,4,5,5,1,5,1,2,5,2,5,2,1,5,4,5,4,2,5,2,5,1,4,5,3,5,2,5,5,2,5,4,5,5,5,5,2,5,5,4,5,2,5,5,4,4,4,5,5,2,5,5,5,5,5,5,1,1,5
"2735",4,5,2,3,3,4,4,3,3,3,3,2,4,3,3,5,4,4,4,3,3,2,3,4,2,4,3,2,3,2,5,3,2,4,3,3,3,4,4,4,3,2,3,3,2,5,4,3,5,2,3,4,3,4,3,5,3,2,4,3
"2736",4,3,2,3,1,4,3,3,1,5,2,3,1,5,5,1,2,5,4,1,3,2,1,5,2,3,2,3,1,1,1,3,4,5,1,2,5,4,4,5,3,2,3,3,2,3,1,4,2,1,2,3,5,4,3,3,4,2,4,4
"2737",5,4,4,2,3,3,5,5,2,4,3,1,4,4,4,3,2,3,2,4,4,4,4,2,1,2,4,2,1,4,1,4,5,2,5,4,4,3,2,5,4,1,2,3,1,5,2,4,4,3,1,2,3,2,4,4,4,3,3,1
"2738",4,3,4,2,1,3,5,1,2,4,4,3,4,2,3,2,1,5,4,2,3,3,2,3,4,4,2,4,3,3,2,4,4,4,2,4,2,4,2,3,4,2,4,2,2,3,4,4,3,3,2,4,4,2,4,4,3,2,3,3
"2739",4,4,2,2,5,5,5,3,3,4,3,2,5,3,4,4,2,3,4,5,5,3,4,2,5,2,3,2,3,4,5,5,3,4,4,5,3,4,4,5,4,1,4,2,4,4,2,5,3,5,5,5,5,4,2,4,2,1,3,5
"2740",5,5,5,1,3,4,5,5,5,1,5,5,5,1,5,5,2,1,1,1,5,5,3,5,5,5,5,5,5,5,5,5,5,1,3,5,1,5,1,5,5,5,5,2,5,1,5,3,5,1,5,5,1,1,5,1,5,5,1,5
"2741",3,4,3,3,4,3,3,4,4,3,3,4,3,3,2,3,3,2,4,4,2,4,4,2,3,3,3,2,3,4,2,4,4,3,3,3,3,2,2,3,2,3,2,4,3,2,2,4,4,3,3,4,3,2,3,4,2,4,3,3
"2742",4,5,2,4,5,4,5,5,2,4,4,1,4,4,4,2,5,5,2,5,5,2,4,4,5,4,5,5,5,5,2,4,4,5,5,5,4,4,4,5,4,2,4,4,5,2,5,5,5,5,5,5,5,4,5,5,2,2,4,4
"2743",5,5,3,2,4,4,4,4,3,5,5,4,4,2,5,4,2,4,4,5,4,3,4,1,1,4,4,3,2,4,2,4,4,2,5,5,4,4,2,3,5,2,4,1,3,4,3,4,4,1,5,4,4,2,3,5,3,3,2,4
"2744",4,4,2,4,3,4,4,1,5,4,3,3,3,4,3,3,3,4,4,4,2,3,1,3,3,2,5,2,4,4,3,3,4,3,3,2,3,3,4,4,3,2,3,5,3,4,3,3,4,3,2,4,3,5,3,4,3,2,4,4
"2745",2,4,2,2,5,2,4,2,2,5,3,4,4,4,4,1,4,2,4,5,2,4,2,2,4,2,4,2,2,5,2,4,2,4,4,2,2,2,4,4,4,4,2,1,5,2,2,2,4,4,2,5,4,4,4,4,4,2,2,4
"2746",4,3,2,1,1,4,4,2,3,4,3,2,3,5,3,3,2,5,4,4,4,2,2,2,2,3,4,2,2,2,1,3,5,5,4,2,4,5,2,4,4,2,3,3,2,3,3,1,1,2,3,4,4,3,3,3,3,2,5,4
"2747",5,5,2,4,4,2,4,1,3,2,3,2,3,2,4,4,5,4,4,5,3,4,1,4,4,2,5,2,2,5,2,4,2,4,4,3,2,2,4,5,2,1,3,4,5,4,4,4,4,2,2,4,2,4,1,3,4,1,3,5
"2748",2,4,1,5,4,2,4,1,3,4,2,2,2,4,3,3,3,3,5,4,1,4,1,4,3,1,3,3,5,4,2,3,2,5,4,3,3,3,5,4,2,3,2,4,4,3,2,2,5,3,3,4,2,5,3,3,3,2,4,4
"2749",3,4,3,1,1,3,5,2,1,4,4,4,5,1,3,2,3,4,5,3,4,4,5,3,4,5,2,2,1,4,2,5,3,1,3,3,4,5,1,4,5,4,5,1,4,2,3,5,2,4,3,5,5,1,2,4,5,2,1,3
"2750",4,4,2,2,2,3,4,5,5,4,4,5,3,1,1,3,3,1,3,2,2,2,3,5,3,2,3,3,2,4,1,4,4,3,4,3,3,4,4,4,4,4,2,3,3,4,4,5,2,5,3,4,5,2,2,2,3,3,3,3
"2751",5,4,2,1,4,3,5,2,2,4,5,3,4,1,5,4,2,2,2,5,3,5,4,1,4,3,4,2,1,5,4,3,2,2,4,4,4,4,1,3,5,4,4,1,5,5,5,2,1,1,2,5,4,1,5,4,5,2,1,5
"2752",3,2,3,1,4,3,3,4,3,3,3,2,3,3,4,3,3,3,4,3,4,3,2,3,3,3,4,3,5,4,3,1,3,3,3,3,3,3,3,2,3,4,3,3,2,1,4,2,3,3,3,2,3,3,4,3,3,3,3,3
"2753",2,2,4,5,4,4,4,4,3,5,2,3,3,4,4,2,2,4,4,4,5,4,2,3,5,5,3,3,3,5,4,3,3,4,4,4,3,4,4,5,4,1,4,4,5,1,2,4,4,3,4,3,4,3,5,4,1,4,2,5
"2754",1,5,3,5,5,4,2,2,3,2,3,1,3,2,1,1,5,5,1,4,5,3,4,1,5,5,1,1,1,4,3,3,4,3,4,2,1,2,4,5,5,2,4,4,2,3,2,2,4,1,1,4,1,3,1,4,2,5,4,3
"2755",5,5,5,4,2,3,5,4,2,4,4,4,2,4,4,2,3,4,5,4,5,2,4,1,4,1,4,2,4,5,1,5,4,4,4,2,2,5,2,5,4,2,5,1,4,4,2,5,4,2,4,4,5,4,3,4,4,2,4,4
"2756",4,5,4,4,3,4,4,3,4,5,4,4,4,2,4,2,4,5,4,1,4,4,2,2,2,5,4,2,2,3,2,5,4,4,2,4,2,4,2,4,4,1,4,3,4,2,4,4,4,1,3,4,4,2,2,4,2,2,4,4
"2757",4,5,1,5,2,5,5,1,4,5,2,2,2,5,2,3,3,1,5,5,4,2,1,5,5,1,5,1,5,4,1,4,2,5,4,5,1,4,5,5,1,3,2,5,4,4,1,2,1,5,4,5,3,5,5,1,3,1,5,1
"2758",5,4,4,1,5,4,4,2,2,4,4,2,5,1,4,2,2,4,2,5,4,4,4,1,4,1,4,2,1,4,2,4,4,2,5,4,2,5,1,5,4,2,4,1,5,2,4,4,1,4,2,4,4,1,4,4,4,2,1,4
"2759",4,4,2,2,2,4,4,2,2,4,2,5,5,5,4,1,2,4,4,4,5,2,5,2,2,1,4,2,2,4,2,5,5,4,5,5,2,5,4,5,4,5,5,1,2,5,2,4,2,2,2,5,4,5,2,5,5,3,5,5
"2760",3,4,5,2,2,3,4,4,3,3,3,5,3,1,3,3,3,4,1,4,4,5,3,2,2,4,4,4,3,2,2,4,4,1,3,3,5,4,1,4,3,3,4,2,5,1,5,5,3,5,2,5,4,1,5,4,3,5,1,4
"2761",2,4,3,4,3,4,4,3,3,5,4,3,4,5,4,2,4,5,4,5,4,4,3,2,3,4,4,3,4,1,2,4,5,4,4,3,2,4,4,4,3,2,5,3,4,4,2,4,3,2,3,4,4,2,3,3,4,2,4,3
"2762",3,5,3,1,3,4,5,2,2,4,4,4,5,2,3,1,2,4,4,4,4,4,2,2,3,4,4,3,1,2,1,4,3,2,4,5,4,4,4,5,4,4,5,1,4,4,5,2,3,4,2,5,4,4,4,3,4,4,3,3
"2763",5,4,2,4,4,4,4,4,2,4,2,2,4,2,4,2,2,4,4,2,2,2,5,2,2,4,4,2,4,2,1,4,4,2,4,1,4,4,4,4,4,1,4,2,5,2,4,2,2,2,4,4,5,4,5,4,4,2,4,2
"2764",3,5,2,3,4,3,5,4,1,4,4,2,5,2,4,2,1,2,5,4,5,4,4,3,5,2,5,4,4,4,2,3,2,4,4,4,4,5,4,5,5,3,5,1,5,3,3,4,4,5,4,5,4,4,2,4,5,4,4,4
"2765",2,2,2,2,4,2,4,1,1,3,4,4,5,4,5,2,4,2,4,5,3,4,2,5,4,4,3,2,2,2,3,4,3,4,4,5,3,3,3,5,3,2,2,2,2,2,1,2,2,4,2,4,2,4,3,4,3,2,5,5
"2766",1,5,1,3,3,4,4,1,3,3,3,2,4,5,4,1,5,4,4,4,4,2,1,4,3,2,4,2,4,4,1,4,2,5,4,2,2,3,5,4,3,2,4,4,3,5,2,2,4,3,2,4,4,5,3,3,5,1,5,3
"2767",5,5,5,1,3,3,5,5,2,4,4,4,3,1,4,3,4,4,3,5,3,5,5,1,5,5,5,5,2,2,3,4,4,2,5,5,5,5,1,4,4,3,5,2,5,3,5,5,3,4,4,5,5,1,5,4,4,5,1,4
"2768",4,4,4,2,4,2,2,2,4,3,2,4,3,3,3,3,3,1,4,3,2,4,2,3,3,3,4,2,5,4,4,4,5,3,1,1,3,3,2,4,4,3,3,2,3,4,2,2,2,2,3,4,4,3,3,1,4,2,4,3
"2769",5,5,4,1,5,3,5,3,2,5,5,3,4,1,5,2,1,4,2,5,5,4,2,2,5,4,5,1,2,1,2,5,4,4,5,5,4,4,3,5,5,4,5,1,5,5,4,3,4,5,3,5,4,3,5,5,5,1,3,4
"2770",4,4,4,1,2,2,5,4,1,4,5,2,4,2,4,3,2,3,2,2,4,4,2,1,5,5,4,2,1,4,2,2,2,1,4,2,4,4,2,4,4,2,4,1,4,4,2,2,1,2,4,5,5,2,1,4,5,3,2,4
"2771",5,5,3,3,5,5,5,2,5,5,5,2,4,5,5,5,4,5,5,5,5,1,1,4,5,3,5,3,4,5,2,5,2,5,5,5,3,5,5,5,5,1,5,1,5,5,3,3,5,5,3,5,5,5,5,5,2,2,4,5
"2772",4,4,5,2,4,4,4,4,2,4,4,3,4,4,4,3,4,4,4,5,4,5,5,1,2,4,4,4,1,2,4,5,4,2,5,4,3,3,2,4,4,3,4,1,3,3,2,4,1,5,3,4,4,1,4,4,4,3,3,4
"2773",1,4,5,2,2,3,4,3,3,4,3,2,5,2,4,2,3,4,3,5,4,4,3,4,4,2,3,4,2,5,1,3,4,3,5,4,2,4,4,4,3,2,5,2,5,1,2,4,4,5,4,4,4,3,3,3,2,4,1,5
"2774",3,5,5,5,1,2,5,2,1,5,3,5,5,4,5,2,5,5,5,5,1,5,5,1,5,3,5,4,1,5,1,5,4,4,5,5,5,5,1,5,5,2,5,2,5,5,5,5,5,5,2,5,5,2,5,2,1,4,2,5
"2775",5,4,4,2,1,5,5,4,1,5,4,4,5,5,5,4,3,3,2,5,5,1,2,1,5,5,5,1,1,1,1,5,4,3,5,5,1,5,4,5,5,1,5,1,5,5,2,5,2,5,5,5,5,5,2,5,2,1,1,5
"2776",4,2,3,3,3,3,3,3,2,4,3,3,3,2,3,4,3,4,4,3,4,3,2,1,3,4,2,2,2,4,4,3,4,4,3,3,4,4,4,3,3,3,4,4,5,4,3,5,3,4,4,3,2,1,1,4,1,3,2,3
"2777",3,3,5,2,3,3,2,3,1,5,3,2,1,2,5,1,4,3,4,2,3,1,4,3,2,4,1,5,3,5,3,2,4,1,3,2,5,5,1,2,5,3,3,5,5,2,5,5,1,3,2,4,3,5,3,1,5,3,4,3
"2778",3,5,2,2,5,3,5,3,4,4,2,3,4,3,5,5,2,2,4,2,1,2,3,1,3,4,3,4,3,4,2,1,4,3,5,2,3,1,3,3,4,1,3,3,3,4,2,3,2,2,3,3,2,4,2,3,4,3,1,4
"2779",2,4,2,4,4,2,5,2,2,4,3,3,4,2,4,2,4,4,4,5,2,4,2,4,4,2,4,2,2,4,2,3,4,4,4,4,2,4,4,4,2,3,4,2,3,2,2,4,4,4,2,5,4,4,4,3,3,5,3,4
"2780",5,5,5,3,2,5,5,5,1,5,3,2,5,2,5,4,1,5,5,4,4,2,5,1,5,5,5,4,2,4,5,5,5,3,3,4,1,5,2,5,4,2,5,2,5,4,2,5,2,1,3,5,5,4,3,4,4,2,3,5
"2781",5,3,2,2,4,4,5,3,1,4,5,2,4,4,4,2,2,4,4,4,5,4,2,2,5,5,4,2,2,5,3,4,3,2,4,2,5,4,2,4,5,5,4,2,2,5,3,4,1,4,3,5,5,1,5,5,4,2,2,4
"2782",4,3,5,1,3,1,5,5,1,4,5,3,1,1,1,4,1,5,2,3,4,3,5,1,3,5,5,3,1,5,5,4,5,1,3,5,3,5,1,5,5,3,5,1,5,3,1,5,1,3,5,3,5,1,4,1,1,3,1,4
"2783",3,2,3,3,2,1,3,4,3,2,3,4,4,2,3,4,2,3,2,3,3,2,4,2,4,4,2,3,5,4,3,3,3,3,2,4,4,3,4,3,2,4,2,3,3,2,3,3,4,3,4,3,3,4,3,3,4,3,2,3
"2784",2,4,1,3,1,3,5,3,2,4,1,4,5,4,5,2,2,4,5,5,2,5,4,4,3,4,4,3,4,5,1,5,5,4,5,3,4,4,4,5,1,2,4,3,4,2,4,5,5,1,2,5,5,4,3,2,3,3,2,4
"2785",2,5,2,2,5,2,5,2,1,5,4,2,5,4,5,1,1,4,4,5,4,2,2,2,4,5,4,4,2,5,1,4,4,4,5,4,5,4,4,5,4,2,5,2,5,2,4,2,2,5,2,5,5,4,5,4,4,2,4,4
"2786",3,4,3,2,4,3,4,4,2,4,4,3,4,4,4,2,4,4,4,2,4,4,2,2,4,4,4,2,4,4,2,4,3,3,2,4,3,4,2,4,4,4,4,2,4,2,2,4,2,3,4,4,4,3,3,3,4,2,4,4
"2787",2,5,4,1,4,5,5,2,1,5,4,4,5,3,4,2,4,5,3,4,5,5,2,2,5,5,5,1,2,4,1,5,4,4,2,4,2,5,3,4,4,1,5,2,4,2,3,5,2,1,2,5,4,4,4,4,5,1,1,4
"2788",2,5,4,2,1,4,4,4,4,2,4,3,5,2,4,2,5,3,4,1,4,5,2,2,2,5,4,4,1,3,2,4,2,2,1,3,4,4,3,2,5,2,5,2,2,2,4,4,2,1,2,5,3,2,2,2,4,2,1,3
"2789",4,4,4,1,4,5,5,4,1,4,4,4,5,2,5,2,4,4,2,4,4,4,4,2,2,4,5,3,2,4,2,4,4,2,4,2,3,5,2,5,5,3,4,2,4,3,4,4,2,4,2,4,4,2,2,5,5,4,2,4
"2790",3,2,4,3,4,2,4,3,3,2,2,4,3,1,2,4,2,4,2,2,2,3,4,3,4,3,2,3,3,3,3,3,3,3,3,4,4,3,1,3,5,5,2,4,3,2,4,3,4,4,2,3,4,1,4,3,4,4,2,4
"2791",5,2,4,2,4,2,4,3,3,3,2,3,2,2,4,2,4,1,2,2,5,3,2,5,3,4,2,3,5,5,2,1,2,2,2,4,2,3,1,3,3,4,2,4,4,4,4,4,4,3,4,3,5,4,2,5,2,5,4,4
"2792",5,5,5,1,2,5,5,5,1,5,4,4,5,2,5,4,1,5,2,4,5,4,5,1,4,5,5,5,1,4,5,5,5,2,4,4,4,5,1,5,5,4,5,1,5,5,4,5,1,4,5,5,5,1,4,5,5,4,1,5
"2793",2,4,4,4,3,2,4,3,2,5,4,4,5,3,4,2,3,4,5,3,3,4,4,4,4,3,4,2,2,5,2,4,3,4,3,4,4,4,2,3,3,2,5,4,4,3,2,4,4,4,2,5,4,3,2,4,2,2,3,4
"2794",3,2,3,5,4,3,4,2,3,4,4,2,3,4,5,4,3,4,4,4,3,1,2,3,3,2,4,2,4,1,2,4,4,4,4,3,2,3,4,3,3,2,3,4,2,2,2,3,5,2,2,3,4,3,4,2,2,2,5,2
"2795",2,4,4,3,4,3,4,2,4,4,5,3,4,2,3,1,2,3,2,4,3,4,4,2,5,4,4,3,4,4,3,4,4,2,4,4,3,4,2,5,3,4,4,2,4,1,4,3,2,3,2,4,2,1,4,4,4,3,2,3
"2796",4,5,3,2,3,2,5,3,4,4,3,4,3,2,4,3,5,4,2,3,3,5,2,2,1,4,4,3,2,5,2,4,4,4,4,4,4,3,3,5,3,3,4,3,4,3,4,5,3,4,3,5,3,4,5,4,4,3,3,4
"2797",3,4,4,4,5,4,4,3,1,4,4,4,5,2,5,2,4,4,4,5,4,4,4,4,5,5,4,4,3,5,2,4,4,4,5,4,2,5,4,4,3,4,5,3,5,2,4,5,4,5,5,4,5,4,5,5,4,2,3,5
"2798",4,5,4,3,5,2,4,5,4,4,4,5,3,2,4,3,1,4,3,5,4,4,5,2,3,5,5,2,4,5,2,5,5,4,5,4,2,4,4,4,4,3,4,2,4,5,2,5,4,4,5,5,5,4,5,4,5,4,2,4
"2799",4,3,2,4,1,1,5,3,3,4,4,2,4,3,3,3,5,4,2,4,4,4,3,2,5,4,4,3,3,4,3,4,2,5,4,2,4,3,3,3,4,3,3,2,4,4,5,4,5,5,2,4,3,2,4,5,4,3,3,4
"2800",4,5,1,5,4,4,5,4,2,1,4,5,5,4,5,2,5,5,4,5,2,5,2,1,4,5,2,2,4,2,4,5,4,5,5,5,5,5,2,5,5,2,4,2,1,4,2,5,5,5,2,5,5,4,5,4,2,4,2,4
"2801",5,5,4,2,1,3,5,2,2,5,4,4,4,1,5,4,4,4,2,5,3,4,2,2,5,3,4,3,2,5,5,4,4,4,4,3,4,4,3,4,5,4,3,2,5,4,4,5,4,5,3,5,4,3,4,4,5,2,3,5
"2802",5,4,5,3,5,3,5,4,3,5,5,5,5,1,5,4,1,4,4,5,5,5,5,2,4,4,3,2,5,5,4,5,5,5,5,5,5,5,3,4,2,5,5,1,5,5,5,4,5,5,4,5,1,4,5,5,5,2,5,4
"2803",3,4,2,3,5,3,5,2,2,5,4,5,4,4,4,2,1,3,2,5,3,5,3,2,4,3,4,2,4,4,2,4,3,4,5,4,3,4,4,4,4,3,4,4,4,4,5,4,5,5,3,4,4,5,5,4,4,2,4,4
"2804",4,4,3,4,4,4,4,3,2,5,4,3,4,3,4,2,2,4,4,2,4,3,4,4,4,2,2,3,3,3,2,3,3,4,3,4,3,3,2,4,4,4,4,3,4,4,4,3,4,2,5,4,4,4,2,3,5,2,4,3
"2805",4,5,2,3,4,4,4,2,4,4,4,2,5,3,5,1,2,2,4,4,4,2,3,2,3,5,4,3,5,5,1,5,1,5,3,5,2,4,4,5,5,1,4,1,5,5,4,3,4,2,3,5,3,5,4,4,4,2,4,4
"2806",3,5,4,3,4,2,4,3,3,4,4,2,5,3,4,2,4,4,3,4,4,3,3,2,4,4,3,4,3,4,2,4,3,5,4,3,3,4,4,4,3,3,5,3,4,3,3,4,5,4,4,4,4,3,3,3,3,4,3,4
"2807",2,5,5,5,5,2,4,2,1,5,3,4,4,4,4,1,4,5,4,5,4,4,4,4,5,2,5,2,4,4,1,4,4,4,4,4,4,5,4,5,2,4,4,4,5,2,4,5,5,5,5,4,5,4,4,4,5,4,4,4
